Symbol,dbsym,sector,cik,px_12m,px_ytd,px_q1,eps_ttm,eps_q
ETN,ETN,Industrials,1551182,12.247599200202774,25.138928134124505,12.706037487049082,3.1281533804238015,-9.387755102040815
EBAY,EBAY,Consumer Discretionary,1065088,50.91004665221104,31.842709529276704,4.512055109070046,6.521739130434795,6.666666666666672
ECHO,ECHO,Communication Services,1415404,,,,,
ECL,ECL,Materials,31462,3.9212090088768248,7.865981343993922,1.2450028555111459,0.5442176870748304,7.801418439716319
EIX,EIX,Utilities,827052,43.026004728132385,25.989171178675562,21.949187838400675,30.311614730878166,-63.17204301075269
EW,EW,Health Care,1099800,22.253886010362688,10.735656458993304,-6.042473307520835,-73.14285714285714,8.196721311475418
EA,EA,Communication Services,712515,28.998993963782695,0.39146604032098686,-0.24955960070465188,,
ELV,ELV,Health Care,1156039,5.475264035575322,19.104682016605313,-16.454107107192794,-8.171206225680926,-16.75338189386056
EME,EME,Industrials,105634,45.76882170790704,26.615652515144816,20.800529762342723,31.667403803626716,30.038022813688215
EMR,EMR,Industrials,32604,2.594287401284223,4.727642582686653,-1.2506592330294608,,
ETR,ETR,Utilities,65984,39.54418717420294,24.52401557767201,21.54911293812203,26.86084142394824,1.2195121951219523
EOG,EOG,Energy,821189,7.923407065037957,24.54519478045527,37.69882845985333,-5.833333333333356,39.622641509433976
EQT,EQT,Energy,33213,-5.581478822684849,-1.8561701333830727,18.673631191120243,749.9999999999999,489.99999999999994
EFX,EFX,Industrials,33185,-34.83654683889541,-20.729459471913735,-17.040689369153494,15.91836734693876,33.96226415094338
EQIX,EQIX,Real Estate,1101239,25.865319357514526,30.73719664234149,27.974830615788292,51.09717868338558,20.000000000000004
EQR,EQR,Real Estate,906107,3.814126394052031,10.738361487826143,-6.1464033626774555,-4.19847328244276,-64.17910447761194
ERIE,ERIE,Financials,922621,-26.353606066199966,-9.531119173876634,-12.346497348590557,,
ESS,ESS,Real Estate,920522,4.711251535896066,13.960952126236936,-7.530661368585944,-14.92822966507176,-47.784810126582286
EL,EL,Consumer Staples,1001250,22.8567234292425,-0.09311431572915918,-14.328860662782928,-649.1803278688524,-45.45454545454546
EG,EG,Financials,1095073,8.979945131522982,9.421399952863553,-3.684008955927409,147.90509843513374,230.81632653061223
EVRG,EVRG,Utilities,1711269,26.90757270371438,21.611367869214337,13.002690211767941,-1.0526315789473577,18.518518518518512
ES,ES,Utilities,72741,15.339324449953494,10.51068883610451,2.835510688836096,104.82456140350875,7.33333333333334
EXC,EXC,Utilities,1109357,10.248733302625501,9.793577981651369,12.431192660550462,,0.0
EXE,EXE,Energy,895126,-18.409928950445188,-17.79257849666984,-0.5301073807258416,,
EXPE,EXPE,Consumer Discretionary,1324424,54.4394000344808,-5.176246427437292,-18.510285452171782,35.08353221957042,
EXPD,EXPD,Industrials,746515,41.91662430096594,12.379227053140118,-3.898282340311332,2.8239202657807447,16.3265306122449
EXR,EXR,Real Estate,1289490,-0.8104696738191697,14.642199017199008,0.7063882063881977,3.4883720930232225,-10.937500000000009
XOM,XOM,Energy,34088,25.260845689181764,13.737222637746216,40.85431729410789,-21.22015915119362,-43.18181818181818
FFIV,FFIV,Information Technology,1048695,37.903770779835114,59.92320050154773,13.404647153324722,18.64406779661016,4.032258064516133
FDS,FDS,Financials,1013237,-44.42494000533286,-13.823519277814144,-25.17486131688661,9.70042796005707,-4.521276595744679
FICO,FICO,Information Technology,814547,-31.009675422688908,-24.75973922157283,-36.772482072963484,42.09323583180988,69.04400606980275
FAST,FAST,Industrials,815556,13.29446064139943,21.013951170901855,15.645241654210263,52.70270270270272,15.384615384615378
FRT,FRT,Real Estate,34903,29.18479991508334,20.73908730158731,5.386904761904776,65.80459770114943,151.3888888888889
FDX,FDX,Industrials,1048911,66.96003755147326,35.469323454054425,23.37442005401289,,17.2872340425532
FDXF,FDXF,Industrials,2082247,,,,,
FIS,FIS,Financials,1136893,-49.27773731488225,-37.12286509668197,-29.380783989165604,235.0649350649351,2953.333333333333
FITB,FITB,Financials,35527,34.58549222797929,22.104700854700866,-0.7692307692307665,-5.714285714285733,-78.87323943661971
