Symbol,dbsym,sector,cik,yoy_price,yoy_eps
WDC,WDC,Information Technology,106040,749.8394549299084,477.4647887323943
WY,WY,Real Estate,106535,-9.416698436904303,100.0
WSM,WSM,Consumer Discretionary,719955,34.464211832850644,4.324324324324317
WMB,WMB,Energy,107263,24.506298944501204,24.999999999999982
WTW,WTW,Financials,1140536,-6.955772917817582,33.047210300429185
WDAY,WDAY,Information Technology,1327811,-43.41973244147157,248.0
WYNN,WYNN,Consumer Discretionary,1174922,-5.904855321235891,50.724637681159436
XEL,XEL,Utilities,72903,19.22293364377183,5.952380952380958
XYL,XYL,Industrials,1524472,-9.83819264234469,14.49275362318842
YUM,YUM,Consumer Discretionary,1041061,9.558334441931615,72.22222222222221
ZBRA,ZBRA,Information Technology,877212,-15.318798326784123,3.8167938931297747
ZBH,ZBH,Health Care,1136869,-6.995534765043587,34.06593406593406
ZTS,ZTS,Health Care,1555280,-41.295848511493524,5.970149253731331
